"","案件","縣市","地區","同意票數","不同意票數","有效票數","無效票數","投票數","投票權人數","投票率...","有效同意票數對投票權人數百分比...","有效不同意票數對投票權人數百分比...","有效同意與不同意票數對投票權人數百分比...差值","同意票數對票數比率","縣市首長得票率","縣市首長得票數","公投同意率對縣市首長得票率差距"
"356","第10案","臺南市","將軍區","5,971","2,120","8,091","359","8,450","17,754","47.59%","33.63%","11.94%",21.69,0.738,0.2612,3109,0.4768
"357","第10案","臺南市","北門區","3,242","836","4,078","183","4,261","9,925","42.93%","32.66%","8.42%",24.24,0.795,0.2902,1877,0.5048
"358","第10案","臺南市","新化區","14,534","4,924","19,458","878","20,336","37,296","54.53%","38.97%","13.20%",25.77,0.7469,0.3189,7591,0.428
"359","第10案","臺南市","善化區","14,283","5,725","20,008","875","20,883","39,950","52.27%","35.75%","14.33%",21.42,0.7139,0.2902,6948,0.4237
"360","第10案","臺南市","新市區","11,632","4,216","15,848","651","16,499","30,386","54.3%","38.28%","13.87%",24.41,0.734,0.2681,5034,0.4659
"361","第10案","臺南市","安定區","10,120","3,357","13,477","814","14,291","26,104","54.75%","38.77%","12.86%",25.91,0.7509,0.2867,4752,0.4642
"362","第10案","臺南市","山上區","2,134","646","2,780","173","2,953","6,511","45.35%","32.78%","9.92%",22.86,0.7676,0.3057,1244,0.4619
"363","第10案","臺南市","玉井區","4,582","1,248","5,830","300","6,130","12,357","49.61%","37.08%","10.10%",26.98,0.7859,0.4217,3442,0.3642
"364","第10案","臺南市","楠西區","2,941","761","3,702","210","3,912","8,528","45.87%","34.49%","8.92%",25.57,0.7944,0.4856,2687,0.3088
"365","第10案","臺南市","南化區","2,782","756","3,538","202","3,740","7,786","48.03%","35.73%","9.71%",26.02,0.7863,0.4126,2229,0.3737
"366","第10案","臺南市","左鎮區","1,615","332","1,947","129","2,076","4,418","46.99%","36.56%","7.51%",29.05,0.8295,0.3183,939,0.5112
"367","第10案","臺南市","仁德區","25,012","8,676","33,688","1,277","34,965","64,632","54.1%","38.7%","13.42%",25.28,0.7425,0.3188,12883,0.4237
"368","第10案","臺南市","歸仁區","21,719","8,119","29,838","1,172","31,010","57,387","54.04%","37.85%","14.15%",23.7,0.7279,0.2595,9264,0.4684
"369","第10案","臺南市","關廟區","11,757","3,807","15,564","757","16,321","29,913","54.56%","39.3%","12.73%",26.57,0.7554,0.2576,5323,0.4978
"370","第10案","臺南市","龍崎區","1,411","367","1,778","101","1,879","3,713","50.61%","38%","9.88%",28.12,0.7936,0.2428,676,0.5508
"371","第10案","臺南市","永康區","71,049","28,157","99,206","3,316","102,522","195,001","52.58%","36.44%","14.44%",22,0.7162,0.3481,38892,0.3681
"372","第10案","臺南市","東區","57,015","24,980","81,995","2,502","84,497","153,359","55.1%","37.18%","16.29%",20.89,0.6953,0.4061,36041,0.2892
"373","第10案","臺南市","南區","39,517","14,859","54,376","2,375","56,751","108,650","52.23%","36.37%","13.68%",22.69,0.7267,0.3302,21036,0.3965
"374","第10案","臺南市","北區","41,640","17,038","58,678","1,741","60,419","110,906","54.48%","37.55%","15.36%",22.19,0.7096,0.3752,24690,0.3344
"375","第10案","臺南市","安南區","58,866","22,149","81,015","3,312","84,327","159,654","52.82%","36.87%","13.87%",23,0.7266,0.2913,27865,0.4353
"376","第10案","臺南市","安平區","19,053","8,273","27,326","1,078","28,404","55,379","51.29%","34.4%","14.94%",19.46,0.6972,0.3684,11056,0.3288
"377","第10案","臺南市","中西區","24,947","10,338","35,285","1,281","36,566","65,261","56.03%","38.23%","15.84%",22.39,0.707,0.3498,13835,0.3572
"378","第10案","桃園市","","655,472","245,285","900,757","33,409","934,166","1,801,823","51.85%","36.38%","13.61%",22.77,0.7277,NA,NA,NA
"379","第10案","桃園市","桃園區","123,326","53,798","177,124","6,175","183,299","359,790","50.95%","34.28%","14.95%",19.33,0.6963,0.3798,73799,0.3165
"380","第10案","桃園市","中壢區","123,638","46,978","170,616","5,915","176,531","334,402","52.79%","36.97%","14.05%",22.92,0.7247,0.4569,88154,0.2678
"381","第10案","桃園市","大溪區","29,684","9,924","39,608","1,971","41,579","78,285","53.11%","37.92%","12.68%",25.24,0.7494,0.341,16271,0.4084
"382","第10案","桃園市","楊梅區","51,619","16,617","68,236","2,449","70,685","137,917","51.25%","37.43%","12.05%",25.38,0.7565,0.4185,32538,0.338
"383","第10案","桃園市","蘆竹區","45,943","18,188","64,131","2,227","66,358","129,252","51.34%","35.55%","14.07%",21.48,0.7164,0.335,24164,0.3814
"384","第10案","桃園市","大園區","26,423","9,401","35,824","1,374","37,198","73,900","50.34%","35.76%","12.72%",23.04,0.7376,0.308,13865,0.4296
"385","第10案","桃園市","龜山區","44,517","18,410","62,927","2,307","65,234","131,702","49.53%","33.8%","13.98%",19.82,0.7074,0.3696,26791,0.3378
"386","第10案","桃園市","八德區","58,470","21,665","80,135","3,499","83,634","165,065","50.67%","35.42%","13.13%",22.29,0.7296,0.3861,36314,0.3435
"387","第10案","桃園市","龍潭區","40,228","12,745","52,973","1,797","54,770","101,574","53.92%","39.6%","12.55%",27.05,0.7594,0.4577,27385,0.3017
"388","第10案","桃園市","平鎮區","69,987","24,798","94,785","3,205","97,990","183,560","53.38%","38.13%","13.51%",24.62,0.7384,0.4262,45697,0.3122
"389","第10案","桃園市","新屋區","17,013","5,147","22,160","1,106","23,266","41,461","56.12%","41.03%","12.41%",28.62,0.7677,0.3194,9164,0.4483
"390","第10案","桃園市","觀音區","20,031","6,852","26,883","1,149","28,032","55,149","50.83%","36.32%","12.42%",23.9,0.7451,0.298,10126,0.4471
"391","第10案","桃園市","復興區","4,593","762","5,355","235","5,590","9,766","57.24%","47.03%","7.80%",39.23,0.8577,0.4235,2966,0.4342
