"","案件","縣市","地區","同意票數","不同意票數","有效票數","無效票數","投票數","投票權人數","投票率...","有效同意票數對投票權人數百分比...","有效不同意票數對投票權人數百分比...","有效同意與不同意票數對投票權人數百分比...差值","同意票數對票數比率","縣市首長得票率","縣市首長得票數","公投同意率對縣市首長得票率差距"
"351","第12案","臺南市","大內區","2,472","1,449","3,921","353","4,274","8,654","49.39%","28.56%","16.74%",11.82,0.6305,0.2907,1687,0.3398
"352","第12案","臺南市","佳里區","15,891","9,346","25,237","1,497","26,734","50,407","53.04%","31.53%","18.54%",12.99,0.6297,0.291,9178,0.3387
"353","第12案","臺南市","學甲區","6,362","3,995","10,357","565","10,922","22,567","48.4%","28.19%","17.70%",10.49,0.6143,0.2792,3860,0.3351
"354","第12案","臺南市","西港區","5,967","3,791","9,758","590","10,348","21,564","47.99%","27.67%","17.58%",10.09,0.6115,0.2605,3593,0.351
"355","第12案","臺南市","七股區","6,034","3,102","9,136","529","9,665","19,950","48.45%","30.25%","15.55%",14.7,0.6605,0.2488,3251,0.4117
"356","第12案","臺南市","將軍區","5,090","2,608","7,698","715","8,413","17,754","47.39%","28.67%","14.69%",13.98,0.6612,0.2612,3109,0.4
"357","第12案","臺南市","北門區","2,592","1,437","4,029","229","4,258","9,925","42.9%","26.12%","14.48%",11.64,0.6433,0.2902,1877,0.3531
"358","第12案","臺南市","新化區","11,884","7,090","18,974","1,304","20,278","37,296","54.37%","31.86%","19.01%",12.85,0.6263,0.3189,7591,0.3074
"359","第12案","臺南市","善化區","12,284","7,483","19,767","1,089","20,856","39,950","52.21%","30.75%","18.73%",12.02,0.6214,0.2902,6948,0.3312
"360","第12案","臺南市","新市區","9,683","6,045","15,728","761","16,489","30,386","54.27%","31.87%","19.89%",11.98,0.6157,0.2681,5034,0.3476
"361","第12案","臺南市","安定區","8,558","4,965","13,523","769","14,292","26,104","54.75%","32.78%","19.02%",13.76,0.6328,0.2867,4752,0.3461
"362","第12案","臺南市","山上區","1,677","1,053","2,730","217","2,947","6,511","45.26%","25.76%","16.17%",9.59,0.6143,0.3057,1244,0.3086
"363","第12案","臺南市","玉井區","3,583","2,062","5,645","516","6,161","12,357","49.86%","29%","16.69%",12.31,0.6347,0.4217,3442,0.213
"364","第12案","臺南市","楠西區","2,258","1,348","3,606","313","3,919","8,528","45.95%","26.48%","15.81%",10.67,0.6262,0.4856,2687,0.1406
"365","第12案","臺南市","南化區","2,076","1,360","3,436","311","3,747","7,786","48.12%","26.66%","17.47%",9.19,0.6042,0.4126,2229,0.1916
"366","第12案","臺南市","左鎮區","1,294","651","1,945","128","2,073","4,418","46.92%","29.29%","14.74%",14.55,0.6653,0.3183,939,0.347
"367","第12案","臺南市","仁德區","21,284","12,041","33,325","1,669","34,994","64,632","54.14%","32.93%","18.63%",14.3,0.6387,0.3188,12883,0.3199
"368","第12案","臺南市","歸仁區","18,463","11,144","29,607","1,391","30,998","57,387","54.02%","32.17%","19.42%",12.75,0.6236,0.2595,9264,0.3641
"369","第12案","臺南市","關廟區","9,556","5,839","15,395","908","16,303","29,913","54.5%","31.95%","19.52%",12.43,0.6207,0.2576,5323,0.3631
"370","第12案","臺南市","龍崎區","1,106","639","1,745","116","1,861","3,713","50.12%","29.79%","17.21%",12.58,0.6338,0.2428,676,0.391
"371","第12案","臺南市","永康區","61,149","37,817","98,966","3,575","102,541","195,001","52.58%","31.36%","19.39%",11.97,0.6179,0.3481,38892,0.2698
"372","第12案","臺南市","東區","51,215","30,051","81,266","3,271","84,537","153,359","55.12%","33.4%","19.60%",13.8,0.6302,0.4061,36041,0.2241
"373","第12案","臺南市","南區","34,717","19,769","54,486","2,355","56,841","108,650","52.32%","31.95%","18.20%",13.75,0.6372,0.3302,21036,0.307
"374","第12案","臺南市","北區","36,584","21,480","58,064","2,423","60,487","110,906","54.54%","32.99%","19.37%",13.62,0.6301,0.3752,24690,0.2549
"375","第12案","臺南市","安南區","49,901","30,383","80,284","4,050","84,334","159,654","52.82%","31.26%","19.03%",12.23,0.6216,0.2913,27865,0.3303
"376","第12案","臺南市","安平區","17,056","10,422","27,478","906","28,384","55,379","51.25%","30.8%","18.82%",11.98,0.6207,0.3684,11056,0.2523
"377","第12案","臺南市","中西區","21,715","13,138","34,853","1,683","36,536","65,261","55.98%","33.27%","20.13%",13.14,0.623,0.3498,13835,0.2732
"378","第12案","桃園市","","540,236","352,795","893,031","40,531","933,562","1,801,823","51.81%","29.98%","19.58%",10.4,0.6049,NA,NA,NA
"379","第12案","桃園市","桃園區","104,081","71,688","175,769","7,425","183,194","359,790","50.92%","28.93%","19.92%",9.01,0.5921,0.3798,73799,0.2123
"380","第12案","桃園市","中壢區","104,348","65,472","169,820","7,067","176,887","334,402","52.9%","31.2%","19.58%",11.62,0.6145,0.4569,88154,0.1576
"381","第12案","桃園市","大溪區","23,559","15,578","39,137","2,367","41,504","78,285","53.02%","30.09%","19.90%",10.19,0.602,0.341,16271,0.261
"382","第12案","桃園市","楊梅區","41,994","25,313","67,307","2,989","70,296","137,917","50.97%","30.45%","18.35%",12.1,0.6239,0.4185,32538,0.2054
"383","第12案","桃園市","蘆竹區","38,396","25,321","63,717","2,654","66,371","129,252","51.35%","29.71%","19.59%",10.12,0.6026,0.335,24164,0.2676
"384","第12案","桃園市","大園區","20,740","14,918","35,658","1,561","37,219","73,900","50.36%","28.06%","20.19%",7.87,0.5816,0.308,13865,0.2736
"385","第12案","桃園市","龜山區","36,552","25,742","62,294","2,890","65,184","131,702","49.49%","27.75%","19.55%",8.2,0.5868,0.3696,26791,0.2172
"386","第12案","桃園市","八德區","47,532","31,746","79,278","4,186","83,464","165,065","50.56%","28.8%","19.23%",9.57,0.5996,0.3861,36314,0.2135
"387","第12案","桃園市","龍潭區","33,953","18,573","52,526","2,211","54,737","101,574","53.89%","33.43%","18.29%",15.14,0.6464,0.4577,27385,0.1887
"388","第12案","桃園市","平鎮區","57,526","36,277","93,803","4,065","97,868","183,560","53.32%","31.34%","19.76%",11.58,0.6133,0.4262,45697,0.1871
"389","第12案","桃園市","新屋區","12,741","9,152","21,893","1,322","23,215","41,461","55.99%","30.73%","22.07%",8.66,0.582,0.3194,9164,0.2626
"390","第12案","桃園市","觀音區","15,302","11,210","26,512","1,509","28,021","55,149","50.81%","27.75%","20.33%",7.42,0.5772,0.298,10126,0.2792
"391","第12案","桃園市","復興區","3,512","1,805","5,317","285","5,602","9,766","57.36%","35.96%","18.48%",17.48,0.6605,0.4235,2966,0.237
